Company name,NPRI_Report_ReportYear,Substance name,Current year quantity,Last year quantity,Two years ago quantity,Three years ago quantity,Number of employees,Group,Growth,Province,Price
Tangle Creek Energy Ltd.,2021,Volatile Organic Compounds (VOCs),141.493,366.6034,548.075849,337.7699,4,Releases to Air,1,Alberta,1
Taqa North Ltd.,2021,"1,2,4-Trimethylbenzene",0.0969,0.0969,0.0969,0.1056,20,Off-site Disposal,1,Alberta,1
Taqa North Ltd.,2021,Benzene,6.32946,6.32946,6.32946,6.3798,20,Off-site Disposal,1,Alberta,1
Taqa North Ltd.,2021,Carbon monoxide,305.606457,1624.867256,161.07,158.029,20,Releases to Air,1,Alberta,1
Taqa North Ltd.,2021,Cyclohexane,0.2216,0.2216,0.2216,0.2535,20,Off-site Disposal,1,Alberta,1
Taqa North Ltd.,2021,Ethylbenzene,0.403375,0.421375,0.421375,0.4632,20,Off-site Disposal,1,Alberta,1
Taqa North Ltd.,2021,Ethylene glycol,0.501,0.501,0.501,0.418,20,On-site Disposal,1,Alberta,1
Taqa North Ltd.,2021,Hydrogen sulphide,3.7941,3.7941,3.7941,17.2759,20,Releases to Air,1,Alberta,1
Taqa North Ltd.,2021,Methanol,27.832,27.832,27.832,21.235,20,Off-site Disposal,1,Alberta,1
Taqa North Ltd.,2021,Nitrogen oxides (expressed as nitrogen dioxide),102.895226,2072.692473,198.64,197.269,3,Releases to Air,1,Alberta,1
Taqa North Ltd.,2021,PM10 - Particulate Matter <= 10 Micrometers,24.12283,17.303643,2.311,1.576,20,Releases to Air,1,Alberta,1
Taqa North Ltd.,2021,PM2.5 - Particulate Matter <= 2.5 Micrometers,19.254987,17.303643,2.311,1.576,20,Releases to Air,1,Alberta,1
Taqa North Ltd.,2021,Speciated VOCs (62 substances),0,0,0,0,20,Releases to Air,1,Alberta,1
Taqa North Ltd.,2021,Sulphur dioxide,350.891613,1186.794796,726.219,747.698,20,Releases to Air,1,Alberta,1
Taqa North Ltd.,2021,Toluene,1.94662,1.94662,1.94662,2.0681,20,Off-site Disposal,1,Alberta,1
Taqa North Ltd.,2021,Total particulate matter,20.39283,14.012643,0,0,20,Releases to Air,1,Alberta,1
Taqa North Ltd.,2021,Total reduced sulphur (expressed as hydrogen sulphide),5.429,5.429,1.682,15.149,20,Releases to Air,1,Alberta,1
Taqa North Ltd.,2021,Volatile Organic Compounds (VOCs),120.657455,488.138847,26.053,36.346,3,Releases to Air,1,Alberta,1
Taqa North Ltd.,2021,Xylene (all isomers),0,0,0,0,20,Off-site Disposal,1,Alberta,1
Taqa North Ltd.,2021,n-Hexane,0.2922,0.2702,0.2702,0.7571,20,Releases to Air,1,Alberta,1
Taylor Processing Inc.,2021,"1,2,4-Trimethylbenzene",0,0,0,0,76,Releases to Air,1,Alberta,1
Taylor Processing Inc.,2021,Asbestos (friable form only),0,0,0,0,73,Off-site Disposal,1,Alberta,1
Taylor Processing Inc.,2021,Benzene,0,0,0,0,63,Off-site Disposal,1,Alberta,1
Taylor Processing Inc.,2021,Carbon monoxide,0,0,0,0,73,Releases to Air,1,Alberta,1
Taylor Processing Inc.,2021,Cyclohexane,0,0,0,0,76,Releases to Air,1,Alberta,1
Taylor Processing Inc.,2021,Ethylbenzene,0,0,0,0,63,Off-site Disposal,1,Alberta,1
Taylor Processing Inc.,2021,Ethylene glycol,0,0,0,0,63,Off-site Disposal,1,Alberta,1
Taylor Processing Inc.,2021,Hydrogen sulphide,0,0,0,0,61,Off-site Disposal,1,Alberta,1
Taylor Processing Inc.,2021,Methanol,0,0,0,0,63,Off-site Disposal,1,Alberta,1
Taylor Processing Inc.,2021,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,76,Releases to Air,1,Alberta,1
Taylor Processing Inc.,2021,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,73,Releases to Air,1,Alberta,1
Taylor Processing Inc.,2021,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,73,Releases to Air,1,Alberta,1
Taylor Processing Inc.,2021,Sulphur dioxide,0,0,0,0,76,Releases to Air,1,Alberta,1
Taylor Processing Inc.,2021,Toluene,0,0,0,0,63,Off-site Disposal,1,Alberta,1
Taylor Processing Inc.,2021,Total particulate matter,0,0,0,0,73,Releases to Air,1,Alberta,1
Taylor Processing Inc.,2021,Total reduced sulphur (expressed as hydrogen sulphide),0,0,0,0,76,Releases to Air,1,Alberta,1
Taylor Processing Inc.,2021,Volatile Organic Compounds (VOCs),0,0,0,0,76,Releases to Air,1,Alberta,1
Taylor Processing Inc.,2021,Xylene (all isomers),0,0,0,0,63,Off-site Disposal,1,Alberta,1
Taylor Processing Inc.,2021,n-Hexane,0,0,0,0,76,Releases to Air,1,Alberta,1
Teine Energy Ltd.,2021,Benzene,2.273,1.753,0.319,39.9741,1,Releases to Air,1,Saskatchewan,1
Teine Energy Ltd.,2021,Carbon monoxide,258.41,252.552131,251.399,333.846,1,Releases to Air,1,Saskatchewan,1
Teine Energy Ltd.,2021,Nitrogen oxides (expressed as nitrogen dioxide),1322.063,1351.126968,1252.914,1667.938,1,Releases to Air,1,Saskatchewan,1
Teine Energy Ltd.,2021,PM10 - Particulate Matter <= 10 Micrometers,38.04,29.710303,36.963,60.236,1,Releases to Air,1,Saskatchewan,1
Teine Energy Ltd.,2021,PM2.5 - Particulate Matter <= 2.5 Micrometers,38.04,29.710303,36.963,60.236,1,Releases to Air,1,Saskatchewan,1
Teine Energy Ltd.,2021,Speciated VOCs (62 substances),7.384,0,0,0,1,Releases to Air,1,Saskatchewan,1
Teine Energy Ltd.,2021,Sulphur dioxide,85.588,34.245,4.885,35.4514,1,Releases to Air,1,Saskatchewan,1
Teine Energy Ltd.,2021,Total particulate matter,38.04,29.710303,36.963,60.236,1,Releases to Air,1,Saskatchewan,1
Teine Energy Ltd.,2021,Volatile Organic Compounds (VOCs),1867.18,2356.568775,3750.154,2836.106,0,Releases to Air,1,Saskatchewan,1
Tenneco Canada,2021,Hexavalent chromium (and its compounds),0,0,28.3963781,22.8150568,533,Off-site Transfers for Recycling,1,Ontario,1
Tenneco Canada,2021,Lead (and its compounds),0,0,0.93747,0.96969,533,Off-site Transfers for Recycling,1,Ontario,1
Tenneco Canada,2021,Volatile Organic Compounds (VOCs),0,0,0,0,533,Releases to Air,1,Ontario,1
Terminal Norcan,2021,"1,2,4-Trimethylbenzene",0,0,0,0,35,Sum of release to all media (<1tonne),1,Quebec,1
Terminal Norcan,2021,Toluene,0,0,0,0,35,Sum of release to all media (<1tonne),1,Quebec,1
Terminal Norcan,2021,Volatile Organic Compounds (VOCs),0,0,37.432,38.532,35,Releases to Air,1,Quebec,1
Terminal Norcan,2021,Xylene (all isomers),0,0,0,0,35,Sum of release to all media (<1tonne),1,Quebec,1
Terminal Norcan,2021,n-Hexane,0,0,0,0,35,Releases to Air,1,Quebec,1
Terra Energy Corporation,2021,Carbon monoxide,0,0,0,0,2,Releases to Air,1,British Columbia,1
Terra Energy Corporation,2021,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,2,Releases to Air,1,Alberta,1
Terra Energy Corporation,2021,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,2,Releases to Air,1,Alberta,1
Terra Energy Corporation,2021,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,2,Releases to Air,1,Alberta,1
Terra Energy Corporation,2021,Sulphur dioxide,0,0,0,0,2,Releases to Air,1,Alberta,1
Tervita Corp.,2021,"1,2,4-Trimethylbenzene",0,0,0,0.9357,12,On-site Disposal,1,Alberta,1
Tervita Corp.,2021,Benzene,0,0,0,25.0155,13,On-site Disposal,1,Alberta,1
Tervita Corp.,2021,Cyclohexane,0,0,0,13.405,8,On-site Disposal,1,Alberta,1
Tervita Corp.,2021,Ethylbenzene,0,0,0,0,15,Sum of release to all media (<1tonne),1,Alberta,1
Tervita Corp.,2021,Hydrochloric acid,0,0,0,0,17,On-site Disposal,1,Alberta,1
Tervita Corp.,2021,Mercury (and its compounds),0,0,0,0.004624,8,Off-site Disposal,1,Alberta,1
Tervita Corp.,2021,Methanol,0,0,0,9611.1428,14,On-site Disposal,1,Alberta,1
Tervita Corp.,2021,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,15,Releases to Air,1,Alberta,1
Tervita Corp.,2021,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,1.109,15,Releases to Air,1,Alberta,1
Tervita Corp.,2021,Toluene,0,0,0,4.2635,10,On-site Disposal,1,Alberta,1
Tervita Corp.,2021,Total reduced sulphur (expressed as hydrogen sulphide),0,0,0.131,3.376,12,Releases to Air,1,Alberta,1
Tervita Corp.,2021,Volatile Organic Compounds (VOCs),0,0,0,93.035,11,Releases to Air,1,Alberta,1
Tervita Corp.,2021,Xylene (all isomers),0,0,0,71.4361,8,On-site Disposal,1,Alberta,1
Tervita Corp.,2021,n-Hexane,0,0,0.0637,5.1756,13,On-site Disposal,1,Alberta,1
The Andersons,2021,PM10 - Particulate Matter <= 10 Micrometers,10.336,8.745,0,0,11,Releases to Air,1,Ontario,1
The Andersons,2021,PM2.5 - Particulate Matter <= 2.5 Micrometers,1.867,1.513,0,0,11,Releases to Air,1,Ontario,1
The Andersons Canada Ltd.,2021,PM10 - Particulate Matter <= 10 Micrometers,3.11,3.061,0,0,16,Releases to Air,1,Ontario,1
The Andersons Canada Ltd.,2021,PM2.5 - Particulate Matter <= 2.5 Micrometers,0.553,0.528,0,0,16,Releases to Air,1,Ontario,1
Thompsons Ltd.,2021,PM10 - Particulate Matter <= 10 Micrometers,0,0,28.376,37.187,17,Releases to Air,1,Ontario,1
Thompsons Ltd.,2021,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,4.841,6.658,17,Releases to Air,1,Ontario,1
Thompsons Ltd.,2021,Total particulate matter,0,0,19.433,23.007,16,Releases to Air,1,Ontario,1
Tidewater Midstream and Infrastructure Ltd.,2021,"1,2,4-Trimethylbenzene",3.9667,1.0624,0.1918,0.8238,58,Off-site Transfers for Treatment Prior to Final Disposal,1,Alberta,1
Tidewater Midstream and Infrastructure Ltd.,2021,Aluminum oxide (fibrous forms only),0,0,0,54.86,145,Off-site Transfers for Recycling,1,Alberta,1
Tidewater Midstream and Infrastructure Ltd.,2021,Asbestos (friable form only),0,0,7.2,0,58,Off-site Disposal,1,Alberta,1
Tidewater Midstream and Infrastructure Ltd.,2021,Benzene,196.3067,135.7219,144.9498,130.1887,145,Off-site Disposal,1,Alberta,1
Tidewater Midstream and Infrastructure Ltd.,2021,Carbon disulphide,0.8239,0.7914,0.854,0.8763,145,Releases to Air,1,Alberta,1
Tidewater Midstream and Infrastructure Ltd.,2021,Carbon monoxide,2555.6719,2115.3264,2771.0343,2885.8258,145,Releases to Air,1,Alberta,1
Tidewater Midstream and Infrastructure Ltd.,2021,Carbonyl sulphide,1.4981,1.4372,1.5545,1.5962,145,Releases to Air,1,Alberta,1
Tidewater Midstream and Infrastructure Ltd.,2021,Cyclohexane,9.154,4.8813,2.0668,1.9579,58,Off-site Transfers for Treatment Prior to Final Disposal,1,Alberta,1
Tidewater Midstream and Infrastructure Ltd.,2021,Ethylbenzene,0.6005,0.3452,0.3176,0.3355,145,Off-site Disposal,1,Alberta,1
Tidewater Midstream and Infrastructure Ltd.,2021,Ethylene glycol,0.0001,0.0001,0.0001,0.0003,145,Off-site Transfers for Recycling,1,Alberta,1
Tidewater Midstream and Infrastructure Ltd.,2021,Formaldehyde,10.0888,0,0,0,58,Releases to Air,1,Alberta,1
Tidewater Midstream and Infrastructure Ltd.,2021,Hydrogen sulphide,331.3069,239.3316,175.9277,165.5033,145,Off-site Disposal,1,Alberta,1
Tidewater Midstream and Infrastructure Ltd.,2021,Isopropyl alcohol,0.0073,0,0,0,21,Sum of release to all media (<1tonne),1,Alberta,1
Tidewater Midstream and Infrastructure Ltd.,2021,Methanol,1.0492,0.9342,0.5515,0.7261,145,Releases to Air,1,Alberta,1
Tidewater Midstream and Infrastructure Ltd.,2021,Nitrogen oxides (expressed as nitrogen dioxide),2261.416495,2181.263781,3194.9701,4078.3666,58,Releases to Air,1,Alberta,1
Tidewater Midstream and Infrastructure Ltd.,2021,PM10 - Particulate Matter <= 10 Micrometers,48.0078,42.5017,45.3854,25.3048,21,Releases to Air,1,Alberta,1
Tidewater Midstream and Infrastructure Ltd.,2021,PM2.5 - Particulate Matter <= 2.5 Micrometers,45.1313,39.3717,42.0422,25.3048,21,Releases to Air,1,Alberta,1
Tidewater Midstream and Infrastructure Ltd.,2021,Speciated VOCs (62 substances),0,0,0,0,105,Releases to Air,1,British Columbia,1
Tidewater Midstream and Infrastructure Ltd.,2021,Sulphur dioxide,5148.977841,4608.591542,5706.7398,4024.5913,58,Releases to Air,1,Alberta,1
Tidewater Midstream and Infrastructure Ltd.,2021,Toluene,7.3365,4.2473,3.2999,1.1825,58,Off-site Transfers for Treatment Prior to Final Disposal,1,Alberta,1
Tidewater Midstream and Infrastructure Ltd.,2021,Total particulate matter,56.1721,50.2859,49.1378,24.6077,21,Releases to Air,1,Alberta,1
Tidewater Midstream and Infrastructure Ltd.,2021,Total reduced sulphur (expressed as hydrogen sulphide),30.3734,28.2486,28.0118,32.4507,58,Releases to Air,1,Alberta,1
Tidewater Midstream and Infrastructure Ltd.,2021,Volatile Organic Compounds (VOCs),577.638498,544.417653,505.413207,413.0457,105,Releases to Air,1,British Columbia,1
Tidewater Midstream and Infrastructure Ltd.,2021,Xylene (all isomers),3.2319,0.9983,0.3311,0.6967,58,Off-site Transfers for Treatment Prior to Final Disposal,1,Alberta,1
Tidewater Midstream and Infrastructure Ltd.,2021,n-Hexane,13.1738,12.1833,11.469,1.7773,105,Releases to Air,1,British Columbia,1
Tidewater Midstream and Infrastructure ltd.,2021,Carbon monoxide,0,0,0,0,1,Releases to Air,1,Alberta,1
Tidewater Midstream and Infrastructure ltd.,2021,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,1,Releases to Air,1,Alberta,1
Tidewater Midstream and Infrastructure ltd.,2021,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,1,Releases to Air,1,Alberta,1
Tidewater Midstream and Infrastructure ltd.,2021,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,1,Releases to Air,1,Alberta,1
Tidewater Midstream and Infrastructure ltd.,2021,Sulphur dioxide,0,0,0,0,1,Releases to Air,1,Alberta,1
Torxen Energy Ltd.,2021,Carbon monoxide,2563.69726,2965.479,3073.788,3715.064,1,Releases to Air,1,Alberta,1
Torxen Energy Ltd.,2021,Nitrogen oxides (expressed as nitrogen dioxide),2783.43149,2843.646,3933.732,2995.031,1,Releases to Air,1,Alberta,1
Torxen Energy Ltd.,2021,PM10 - Particulate Matter <= 10 Micrometers,10.53198,11.701,11.602,9.927,1,Releases to Air,1,Alberta,1
Torxen Energy Ltd.,2021,PM2.5 - Particulate Matter <= 2.5 Micrometers,10.53198,11.701,11.602,9.927,1,Releases to Air,1,Alberta,1
Torxen Energy Ltd.,2021,Speciated VOCs (62 substances),1281.06972,0,0,0,1,Releases to Air,1,Alberta,1
Torxen Energy Ltd.,2021,Sulphur dioxide,0,15.747,109.753,32.193,1,Releases to Air,1,Alberta,1
Torxen Energy Ltd.,2021,Total particulate matter,10.53198,11.701,11.602,9.927,1,Releases to Air,1,Alberta,1
Torxen Energy Ltd.,2021,Volatile Organic Compounds (VOCs),1676.76164,1914.418,7506.341,1007.694,1,Releases to Air,1,Alberta,1
Torxen Resources Ltd.,2021,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,1,Releases to Air,1,Alberta,1
Touchstone Exploration Inc.,2021,Carbon monoxide,0,0,0,0,7,Releases to Air,1,Saskatchewan,1
Touchstone Exploration Inc.,2021,Hydrogen sulphide,0,0,0,0,7,Sum of release to all media (<1tonne),1,Saskatchewan,1
Touchstone Exploration Inc.,2021,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,7,Releases to Air,1,Saskatchewan,1
Touchstone Exploration Inc.,2021,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,7,Releases to Air,1,Saskatchewan,1
Touchstone Exploration Inc.,2021,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,0,7,Releases to Air,1,Saskatchewan,1
Touchstone Exploration Inc.,2021,Sulphur dioxide,0,0,0,0,7,Releases to Air,1,Saskatchewan,1
Touchstone Exploration Inc.,2021,Total particulate matter,0,0,0,0,7,Releases to Air,1,Saskatchewan,1
Touchstone Exploration Inc.,2021,Total reduced sulphur (expressed as hydrogen sulphide),0,0,0,0,7,Sum of release to all media (<1tonne),1,Saskatchewan,1
Touchstone Exploration Inc.,2021,Xylene (all isomers),0,0,0,0,7,Releases to Air,1,Saskatchewan,1
Tourmaline Oil Corp,2021,Carbon monoxide,11325.43232,9462.24421,5527.0372,4784.1239,2,Releases to Air,1,Alberta,1
Tourmaline Oil Corp,2021,Nitrogen oxides (expressed as nitrogen dioxide),15585.19072,15044.77169,6117.7945,7050.655,2,Releases to Air,1,Alberta,1
Tourmaline Oil Corp,2021,PM10 - Particulate Matter <= 10 Micrometers,131.038326,73.85613,77.7238,66.3075,1,Releases to Air,1,Alberta,1
Tourmaline Oil Corp,2021,PM2.5 - Particulate Matter <= 2.5 Micrometers,131.037726,73.85608,77.6733,66.3075,1,Releases to Air,1,Alberta,1
Tourmaline Oil Corp,2021,Speciated VOCs (62 substances),0,0,0,0,2,Releases to Air,1,British Columbia,1
Tourmaline Oil Corp,2021,Sulphur dioxide,1569.4336,979.3042,981.530038,845.6379,1,Releases to Air,1,Alberta,1
Tourmaline Oil Corp,2021,Total particulate matter,131.042926,73.85603,77.7238,66.3112,1,Releases to Air,1,Alberta,1
Tourmaline Oil Corp,2021,Volatile Organic Compounds (VOCs),2319.19403,1420.8919,652.6771,562.7624,2,Releases to Air,1,British Columbia,1
Trans Mountain Canada Inc.,2021,Carbon monoxide,0,44.2723,0,0,20,Releases to Air,1,British Columbia,1
Trans Mountain Canada Inc.,2021,Nitrogen oxides (expressed as nitrogen dioxide),132.1765,253.1738,29.87098,0,20,Releases to Air,1,British Columbia,1
Trans Mountain Canada Inc.,2021,PM10 - Particulate Matter <= 10 Micrometers,77.4675,100.8459,130.0131,0,20,Releases to Air,1,British Columbia,1
Trans Mountain Canada Inc.,2021,PM2.5 - Particulate Matter <= 2.5 Micrometers,16.9618,26.6466,16.214823,0,20,Releases to Air,1,British Columbia,1
Trans Mountain Canada Inc.,2021,Speciated VOCs (62 substances),0,0,0,0,25,Releases to Air,1,Alberta,1
Trans Mountain Canada Inc.,2021,Total particulate matter,238.2428,300.7811,496.580803,0,20,Releases to Air,1,British Columbia,1
Trans Mountain Canada Inc.,2021,Volatile Organic Compounds (VOCs),71.1025,110.6915,210.223744,0,15,Releases to Air,1,Alberta,1
TransCanada Keystone Pipeline Limited Partnership,2021,Ethylene glycol,0,0,0,0,50,Off-site Disposal,1,Alberta,1
TransCanada Keystone Pipeline Limited Partnership,2021,Hydrogen sulphide,0,0,0.2266,0.2433,10,Sum of release to all media (<1tonne),1,Alberta,1
TransCanada Keystone Pipeline Limited Partnership,2021,Toluene,0.0773,0.2815,1.185,0,15,Off-site Transfers for Treatment Prior to Final Disposal,1,Alberta,1
TransCanada Keystone Pipeline Limited Partnership,2021,Xylene (all isomers),0.0933,0.3995,1.5556,0.1684,15,Off-site Transfers for Treatment Prior to Final Disposal,1,Alberta,1
TransCanada Keystone Pipeline Limited Partnership,2021,n-Hexane,0.3955,0.78396,4.6816,0.7713,15,Off-site Transfers for Treatment Prior to Final Disposal,1,Alberta,1
TransCanada PipeLines Limited,2021,Carbon monoxide,2305.01043,1940.456,0,0,1,Releases to Air,1,Alberta,1
TransCanada PipeLines Limited,2021,Nitrogen oxides (expressed as nitrogen dioxide),10027.82371,9236.957,0,0,1,Releases to Air,1,Alberta,1
TransCanada PipeLines Limited,2021,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,0,1,Releases to Air,1,Alberta,1
TransCanada PipeLines Limited,2021,PM2.5 - Particulate Matter <= 2.5 Micrometers,4.42108,3.652,0,0,1,Releases to Air,1,Alberta,1
TransCanada PipeLines Limited,2021,Speciated VOCs (62 substances),0,0,0,0,1,Releases to Air,1,Alberta,1
TransCanada PipeLines Ltd.,2021,Carbon monoxide,0,0,3157.260555,3545.0779,1,Releases to Air,1,Alberta,1
TransCanada PipeLines Ltd.,2021,Nitrogen oxides (expressed as nitrogen dioxide),0,0,11484.10879,12111.9258,1,Releases to Air,1,Alberta,1
TransCanada PipeLines Ltd.,2021,PM10 - Particulate Matter <= 10 Micrometers,0,0,23.399876,38.762235,1,Releases to Air,1,Alberta,1
TransCanada PipeLines Ltd.,2021,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,23.399876,17.236835,1,Releases to Air,1,Alberta,1
TransGas Limited,2021,Carbon monoxide,384.3267,422.421,442.824,472.4056,12,Releases to Air,1,Saskatchewan,1
TransGas Limited,2021,Nitrogen oxides (expressed as nitrogen dioxide),436.98604,368.658,710.55,719.2228,17,Releases to Air,1,Saskatchewan,1
TransGas Limited,2021,PM10 - Particulate Matter <= 10 Micrometers,0,1.166,2.715,0.874,12,Releases to Air,1,Saskatchewan,1
TransGas Limited,2021,PM2.5 - Particulate Matter <= 2.5 Micrometers,0.31748,1.166,3.05,1.2902,12,Releases to Air,1,Saskatchewan,1
TransGas Limited,2021,Volatile Organic Compounds (VOCs),0,0,16.308,17.295,7,Releases to Air,1,Saskatchewan,1
TransGlobe Energy Corporation,2021,Carbon monoxide,13.9961,65.6912,60.0574,62.0715,1,Releases to Air,1,Alberta,1
TransGlobe Energy Corporation,2021,Nitrogen oxides (expressed as nitrogen dioxide),8.46,42.5933,39.8321,41.1837,1,Releases to Air,1,Alberta,1
TransGlobe Energy Corporation,2021,PM10 - Particulate Matter <= 10 Micrometers,0.6425,0.9276,0.2028,0.1678,1,Releases to Air,1,Alberta,1
TransGlobe Energy Corporation,2021,PM2.5 - Particulate Matter <= 2.5 Micrometers,0.6425,0.9276,0.2028,0.1678,1,Releases to Air,1,Alberta,1
TransGlobe Energy Corporation,2021,Speciated VOCs (62 substances),0,0,0,0,1,Releases to Air,1,Alberta,1
TransGlobe Energy Corporation,2021,Sulphur dioxide,0,0,0,0,1,Releases to Air,1,Alberta,1
TransGlobe Energy Corporation,2021,Total particulate matter,0.6425,0.9276,0.2028,0.1678,1,Releases to Air,1,Alberta,1
TransGlobe Energy Corporation,2021,Volatile Organic Compounds (VOCs),5.743091,8.623035,1.1748,1.1879,1,Releases to Air,1,Alberta,1
TriOil Resources Ltd.,2021,Carbon monoxide,0,0,0,720.142,5,Releases to Air,1,Alberta,1
TriOil Resources Ltd.,2021,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,183.23,5,Releases to Air,1,Alberta,1
TriOil Resources Ltd.,2021,PM10 - Particulate Matter <= 10 Micrometers,0,0,0,6.291,1,Releases to Air,1,Alberta,1
TriOil Resources Ltd.,2021,PM2.5 - Particulate Matter <= 2.5 Micrometers,0,0,0,6.291,1,Releases to Air,1,Alberta,1
TriOil Resources Ltd.,2021,Sulphur dioxide,0,0,0,0,1,Releases to Air,1,Alberta,1
TriOil Resources Ltd.,2021,Total particulate matter,0,0,0,6.291,1,Releases to Air,1,Alberta,1
TriOil Resources Ltd.,2021,Volatile Organic Compounds (VOCs),0,0,0,25.156,6,Releases to Air,1,Alberta,1
Triaxon Oil Corporation,2021,Carbon monoxide,0,0,0,0,2,Releases to Air,1,Alberta,1
Trident Exploration Corp,2021,Carbon monoxide,0,0,0,0,1,Releases to Air,1,Alberta,1
Trident Exploration Corp,2021,Nitrogen oxides (expressed as nitrogen dioxide),0,0,0,0,1,Releases to Air,1,Alberta,1
